Date;Year;Competition;CompetitionSet;Comp.SetDetail;Sport;Discipline;Gender;Class;Phase;Rank;Medal;Team Members;Person/Team;Person;Person First Name;Person Last Name;PersonGender;Team;Nationality;DoB;YoB;Age (days);Age;Country;Country Code;Continent;Result;Sec/Mtr/Pts;Host City;Host Country;Host Continent;# Participants;# Countries;# Continents;World Ranking;Rank Within Country;Is Olympic Discipline
19.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;20km Individual;Men;Seniors;;11;;No;Sebastian Stalder (SUI, 19 Jan 1998);Sebastian Stalder;Sebastian;Stalder;Men;Switzerland;SUI;19.01.1998;;27-031;27;Switzerland;SUI;Europe;51:19.7;3 080;Lenzerheide;Switzerland;Europe;97;31;5;;2;Yes
19.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;20km Individual;Men;Seniors;;29;;No;Joscha Burkhalter (SUI, 11 Jul 1996);Joscha Burkhalter;Joscha;Burkhalter;Men;Switzerland;SUI;11.07.1996;;28-223;28;Switzerland;SUI;Europe;53:17.2;3 197;Lenzerheide;Switzerland;Europe;97;31;5;;3;Yes
18.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;16;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-232;29;Switzerland;SUI;Europe;44:10.1;2 650;Lenzerheide;Switzerland;Europe;93;30;5;;1;Yes
18.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;19;;No;Amy Baserga (SUI, 29 Sep 2000);Amy Baserga;Amy;Baserga;Women;Switzerland;SUI;29.09.2000;;24-142;24;Switzerland;SUI;Europe;44:18.8;2 659;Lenzerheide;Switzerland;Europe;93;30;5;;2;Yes
18.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;20;;No;Aita Gasparin (SUI, 09 Feb 1994);Aita Gasparin;Aita;Gasparin;Women;Switzerland;SUI;09.02.1994;;31-009;31;Switzerland;SUI;Europe;44:33.4;2 673;Lenzerheide;Switzerland;Europe;93;30;5;;3;Yes
18.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;62;;No;Elisa Gasparin (SUI, 02 Dec 1991);Elisa Gasparin;Elisa;Gasparin;Women;Switzerland;SUI;02.12.1991;;33-078;33;Switzerland;SUI;Europe;48:07.8;2 888;Lenzerheide;Switzerland;Europe;93;30;5;;4;Yes
15.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;13;;No;Sebastian Stalder (SUI, 19 Jan 1998);Sebastian Stalder;Sebastian;Stalder;Men;Switzerland;SUI;19.01.1998;;27-027;27;Switzerland;SUI;Europe;23:03.0;1 383;Lenzerheide;Switzerland;Europe;98;30;5;;1;Yes
15.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;19;;No;Niklas Hartweg (SUI, 01 Mar 2000);Niklas Hartweg;Niklas;Hartweg;Men;Switzerland;SUI;01.03.2000;;24-351;24;Switzerland;SUI;Europe;23:24.3;1 404;Lenzerheide;Switzerland;Europe;98;30;5;;2;Yes
15.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;21;;No;Joscha Burkhalter (SUI, 11 Jul 1996);Joscha Burkhalter;Joscha;Burkhalter;Men;Switzerland;SUI;11.07.1996;;28-219;28;Switzerland;SUI;Europe;23:26.2;1 406;Lenzerheide;Switzerland;Europe;98;30;5;;3;Yes
15.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;59;;No;Jeremy Finello (SUI, 13 May 1992);Jeremy Finello;Jeremy;Finello;Men;Switzerland;SUI;13.05.1992;;32-278;32;Switzerland;SUI;Europe;24:47.3;1 487;Lenzerheide;Switzerland;Europe;98;30;5;;4;Yes
14.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;4;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-228;29;Switzerland;SUI;Europe;22:20.1;1 340;Lenzerheide;Switzerland;Europe;92;30;5;;1;Yes
14.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;37;;No;Elisa Gasparin (SUI, 02 Dec 1991);Elisa Gasparin;Elisa;Gasparin;Women;Switzerland;SUI;02.12.1991;;33-074;33;Switzerland;SUI;Europe;24:16.7;1 457;Lenzerheide;Switzerland;Europe;92;30;5;;2;Yes
14.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;41;;No;Aita Gasparin (SUI, 09 Feb 1994);Aita Gasparin;Aita;Gasparin;Women;Switzerland;SUI;09.02.1994;;31-005;31;Switzerland;SUI;Europe;24:23.2;1 463;Lenzerheide;Switzerland;Europe;92;30;5;;3;Yes
14.02.2025;2025;IBU World Championships;(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;61;;No;Amy Baserga (SUI, 29 Sep 2000);Amy Baserga;Amy;Baserga;Women;Switzerland;SUI;29.09.2000;;24-138;24;Switzerland;SUI;Europe;24:58.8;1 499;Lenzerheide;Switzerland;Europe;92;30;5;;4;Yes
26.01.2025;2025;Antholz;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;10;;No;Niklas Hartweg (SUI, 01 Mar 2000);Niklas Hartweg;Niklas;Hartweg;Men;Switzerland;SUI;01.03.2000;;24-331;24;Switzerland;SUI;Europe;31:50.2;1 910;Antholz;Italy;Europe;52;16;3;;1;Yes
26.01.2025;2025;Antholz;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;38;;No;Joscha Burkhalter (SUI, 11 Jul 1996);Joscha Burkhalter;Joscha;Burkhalter;Men;Switzerland;SUI;11.07.1996;;28-199;28;Switzerland;SUI;Europe;33:55.6;2 036;Antholz;Italy;Europe;52;16;3;;2;Yes
25.01.2025;2025;Antholz;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;7;;No;Amy Baserga (SUI, 29 Sep 2000);Amy Baserga;Amy;Baserga;Women;Switzerland;SUI;29.09.2000;;24-118;24;Switzerland;SUI;Europe;31:28.0;1 888;Antholz;Italy;Europe;55;18;2;;1;Yes
25.01.2025;2025;Antholz;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;8;;No;Aita Gasparin (SUI, 09 Feb 1994);Aita Gasparin;Aita;Gasparin;Women;Switzerland;SUI;09.02.1994;;30-351;30;Switzerland;SUI;Europe;31:37.7;1 898;Antholz;Italy;Europe;55;18;2;;2;Yes
25.01.2025;2025;Antholz;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;14;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-208;29;Switzerland;SUI;Europe;32:19.0;1 939;Antholz;Italy;Europe;55;18;2;;3;Yes
25.01.2025;2025;Antholz;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;50;;No;Elisa Gasparin (SUI, 02 Dec 1991);Elisa Gasparin;Elisa;Gasparin;Women;Switzerland;SUI;02.12.1991;;33-054;33;Switzerland;SUI;Europe;35:02.2;2 102;Antholz;Italy;Europe;55;18;2;;4;Yes
24.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;14;;No;Joscha Burkhalter (SUI, 11 Jul 1996);Joscha Burkhalter;Joscha;Burkhalter;Men;Switzerland;SUI;11.07.1996;;28-197;28;Switzerland;SUI;Europe;24:41.6;1 482;Antholz;Italy;Europe;102;28;3;;1;Yes
24.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;17;;No;Niklas Hartweg (SUI, 01 Mar 2000);Niklas Hartweg;Niklas;Hartweg;Men;Switzerland;SUI;01.03.2000;;24-329;24;Switzerland;SUI;Europe;24:50.9;1 491;Antholz;Italy;Europe;102;28;3;;2;Yes
24.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;63;;No;Sebastian Stalder (SUI, 19 Jan 1998);Sebastian Stalder;Sebastian;Stalder;Men;Switzerland;SUI;19.01.1998;;27-005;27;Switzerland;SUI;Europe;26:02.0;1 562;Antholz;Italy;Europe;102;28;3;;3;Yes
24.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;70;;No;Jeremy Finello (SUI, 13 May 1992);Jeremy Finello;Jeremy;Finello;Men;Switzerland;SUI;13.05.1992;;32-256;32;Switzerland;SUI;Europe;26:16.9;1 577;Antholz;Italy;Europe;102;28;3;;4;Yes
24.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;78;;No;Dajan Danuser (SUI, 26 Feb 1996);Dajan Danuser;Dajan;Danuser;Men;Switzerland;SUI;26.02.1996;;28-333;28;Switzerland;SUI;Europe;26:42.9;1 603;Antholz;Italy;Europe;102;28;3;;5;Yes
23.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;8;;No;Amy Baserga (SUI, 29 Sep 2000);Amy Baserga;Amy;Baserga;Women;Switzerland;SUI;29.09.2000;;24-116;24;Switzerland;SUI;Europe;21:57.6;1 318;Antholz;Italy;Europe;100;27;4;;1;Yes
23.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;13;;No;Aita Gasparin (SUI, 09 Feb 1994);Aita Gasparin;Aita;Gasparin;Women;Switzerland;SUI;09.02.1994;;30-349;30;Switzerland;SUI;Europe;22:07.4;1 327;Antholz;Italy;Europe;100;27;4;;2;Yes
23.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;48;;No;Elisa Gasparin (SUI, 02 Dec 1991);Elisa Gasparin;Elisa;Gasparin;Women;Switzerland;SUI;02.12.1991;;33-052;33;Switzerland;SUI;Europe;23:15.3;1 395;Antholz;Italy;Europe;100;27;4;;3;Yes
23.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;59;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-206;29;Switzerland;SUI;Europe;23:34.9;1 415;Antholz;Italy;Europe;100;27;4;;4;Yes
23.01.2025;2025;Antholz;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;71;;No;Lea Meier (SUI, 02 Mar 2001);Lea Meier;Lea;Meier;Women;Switzerland;SUI;02.03.2001;;23-327;23;Switzerland;SUI;Europe;23:58.2;1 438;Antholz;Italy;Europe;100;27;4;;5;Yes
19.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Mass Start;Women;Seniors;;14;;No;Amy Baserga (SUI, 29 Sep 2000);Amy Baserga;Amy;Baserga;Women;Switzerland;SUI;29.09.2000;;24-112;24;Switzerland;SUI;Europe;34:16.6;2 057;Ruhpolding;Germany;Europe;30;15;2;;1;Yes
19.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Mass Start;Women;Seniors;;19;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-202;29;Switzerland;SUI;Europe;34:45.6;2 086;Ruhpolding;Germany;Europe;30;15;2;;2;Yes
19.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Mass Start;Women;Seniors;;30;;No;Elisa Gasparin (SUI, 02 Dec 1991);Elisa Gasparin;Elisa;Gasparin;Women;Switzerland;SUI;02.12.1991;;33-048;33;Switzerland;SUI;Europe;38:13.1;2 293;Ruhpolding;Germany;Europe;30;15;2;;3;Yes
19.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Mass Start;Men;Seniors;;10;;No;Niklas Hartweg (SUI, 01 Mar 2000);Niklas Hartweg;Niklas;Hartweg;Men;Switzerland;SUI;01.03.2000;;24-324;24;Switzerland;SUI;Europe;37:26.0;2 246;Ruhpolding;Germany;Europe;30;12;1;;1;Yes
19.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Mass Start;Men;Seniors;;15;;No;Joscha Burkhalter (SUI, 11 Jul 1996);Joscha Burkhalter;Joscha;Burkhalter;Men;Switzerland;SUI;11.07.1996;;28-192;28;Switzerland;SUI;Europe;37:36.9;2 257;Ruhpolding;Germany;Europe;30;12;1;;2;Yes
16.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;3;B;No;Amy Baserga (SUI, 29 Sep 2000);Amy Baserga;Amy;Baserga;Women;Switzerland;SUI;29.09.2000;;24-109;24;Switzerland;SUI;Europe;42:18.6;2 539;Ruhpolding;Germany;Europe;100;26;4;;1;Yes
16.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;13;;No;Elisa Gasparin (SUI, 02 Dec 1991);Elisa Gasparin;Elisa;Gasparin;Women;Switzerland;SUI;02.12.1991;;33-045;33;Switzerland;SUI;Europe;44:30.6;2 671;Ruhpolding;Germany;Europe;100;26;4;;2;Yes
16.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;18;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-199;29;Switzerland;SUI;Europe;44:49.5;2 690;Ruhpolding;Germany;Europe;100;26;4;;3;Yes
16.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;25;;No;Aita Gasparin (SUI, 09 Feb 1994);Aita Gasparin;Aita;Gasparin;Women;Switzerland;SUI;09.02.1994;;30-342;30;Switzerland;SUI;Europe;45:19.5;2 720;Ruhpolding;Germany;Europe;100;26;4;;4;Yes
16.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Individual;Women;Seniors;;40;;No;Lea Meier (SUI, 02 Mar 2001);Lea Meier;Lea;Meier;Women;Switzerland;SUI;02.03.2001;;23-320;23;Switzerland;SUI;Europe;46:12.2;2 772;Ruhpolding;Germany;Europe;100;26;4;;5;Yes
15.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;20km Individual;Men;Seniors;;4;;No;Niklas Hartweg (SUI, 01 Mar 2000);Niklas Hartweg;Niklas;Hartweg;Men;Switzerland;SUI;01.03.2000;;24-320;24;Switzerland;SUI;Europe;48:50.5;2 931;Ruhpolding;Germany;Europe;104;27;3;;1;Yes
15.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;20km Individual;Men;Seniors;;10;;No;Joscha Burkhalter (SUI, 11 Jul 1996);Joscha Burkhalter;Joscha;Burkhalter;Men;Switzerland;SUI;11.07.1996;;28-188;28;Switzerland;SUI;Europe;49:30.4;2 970;Ruhpolding;Germany;Europe;104;27;3;;2;Yes
15.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;20km Individual;Men;Seniors;;23;;No;Sebastian Stalder (SUI, 19 Jan 1998);Sebastian Stalder;Sebastian;Stalder;Men;Switzerland;SUI;19.01.1998;;26-362;26;Switzerland;SUI;Europe;50:11.7;3 012;Ruhpolding;Germany;Europe;104;27;3;;3;Yes
15.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;20km Individual;Men;Seniors;;60;;No;Jeremy Finello (SUI, 13 May 1992);Jeremy Finello;Jeremy;Finello;Men;Switzerland;SUI;13.05.1992;;32-247;32;Switzerland;SUI;Europe;53:06.5;3 187;Ruhpolding;Germany;Europe;104;27;3;;4;Yes
15.01.2025;2025;Ruhpolding;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;20km Individual;Men;Seniors;;75;;No;James Pacal (SUI, 20 Nov 2003);James Pacal;James;Pacal;Men;Switzerland;SUI;20.11.2003;;21-056;21;Switzerland;SUI;Europe;54:06.3;3 246;Ruhpolding;Germany;Europe;104;27;3;;5;Yes
11.01.2025;2025;Oberhof;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;11;;No;Amy Baserga (SUI, 29 Sep 2000);Amy Baserga;Amy;Baserga;Women;Switzerland;SUI;29.09.2000;;24-104;24;Switzerland;SUI;Europe;32:25.6;1 946;Oberhof;Germany;Europe;58;20;2;;1;Yes
11.01.2025;2025;Oberhof;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;23;;No;Aita Gasparin (SUI, 09 Feb 1994);Aita Gasparin;Aita;Gasparin;Women;Switzerland;SUI;09.02.1994;;30-337;30;Switzerland;SUI;Europe;33:51.3;2 031;Oberhof;Germany;Europe;58;20;2;;2;Yes
11.01.2025;2025;Oberhof;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;42;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-194;29;Switzerland;SUI;Europe;35:52.6;2 153;Oberhof;Germany;Europe;58;20;2;;3;Yes
11.01.2025;2025;Oberhof;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;44;;No;Elisa Gasparin (SUI, 02 Dec 1991);Elisa Gasparin;Elisa;Gasparin;Women;Switzerland;SUI;02.12.1991;;33-040;33;Switzerland;SUI;Europe;36:02.1;2 162;Oberhof;Germany;Europe;58;20;2;;4;Yes
11.01.2025;2025;Oberhof;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;8;;No;Niklas Hartweg (SUI, 01 Mar 2000);Niklas Hartweg;Niklas;Hartweg;Men;Switzerland;SUI;01.03.2000;;24-316;24;Switzerland;SUI;Europe;33:57.3;2 037;Oberhof;Germany;Europe;59;18;2;;1;Yes
11.01.2025;2025;Oberhof;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;31;;No;Sebastian Stalder (SUI, 19 Jan 1998);Sebastian Stalder;Sebastian;Stalder;Men;Switzerland;SUI;19.01.1998;;26-358;26;Switzerland;SUI;Europe;35:38.0;2 138;Oberhof;Germany;Europe;59;18;2;;2;Yes
11.01.2025;2025;Oberhof;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;34;;No;Jeremy Finello (SUI, 13 May 1992);Jeremy Finello;Jeremy;Finello;Men;Switzerland;SUI;13.05.1992;;32-243;32;Switzerland;SUI;Europe;35:49.0;2 149;Oberhof;Germany;Europe;59;18;2;;3;Yes
11.01.2025;2025;Oberhof;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;46;;No;Dajan Danuser (SUI, 26 Feb 1996);Dajan Danuser;Dajan;Danuser;Men;Switzerland;SUI;26.02.1996;;28-320;28;Switzerland;SUI;Europe;37:45.0;2 265;Oberhof;Germany;Europe;59;18;2;;4;Yes
10.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;7;;No;Niklas Hartweg (SUI, 01 Mar 2000);Niklas Hartweg;Niklas;Hartweg;Men;Switzerland;SUI;01.03.2000;;24-315;24;Switzerland;SUI;Europe;24:12.8;1 453;Oberhof;Germany;Europe;100;26;3;;1;Yes
10.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;23;;No;Sebastian Stalder (SUI, 19 Jan 1998);Sebastian Stalder;Sebastian;Stalder;Men;Switzerland;SUI;19.01.1998;;26-357;26;Switzerland;SUI;Europe;24:52.7;1 493;Oberhof;Germany;Europe;100;26;3;;2;Yes
10.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;29;;No;Jeremy Finello (SUI, 13 May 1992);Jeremy Finello;Jeremy;Finello;Men;Switzerland;SUI;13.05.1992;;32-242;32;Switzerland;SUI;Europe;25:09.1;1 509;Oberhof;Germany;Europe;100;26;3;;3;Yes
10.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;58;;No;Dajan Danuser (SUI, 26 Feb 1996);Dajan Danuser;Dajan;Danuser;Men;Switzerland;SUI;26.02.1996;;28-319;28;Switzerland;SUI;Europe;26:00.6;1 561;Oberhof;Germany;Europe;100;26;3;;4;Yes
10.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Sprint;Men;Seniors;;75;;No;Joscha Burkhalter (SUI, 11 Jul 1996);Joscha Burkhalter;Joscha;Burkhalter;Men;Switzerland;SUI;11.07.1996;;28-183;28;Switzerland;SUI;Europe;26:45.6;1 606;Oberhof;Germany;Europe;100;26;3;;5;Yes
09.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;20;;No;Amy Baserga (SUI, 29 Sep 2000);Amy Baserga;Amy;Baserga;Women;Switzerland;SUI;29.09.2000;;24-102;24;Switzerland;SUI;Europe;24:34.3;1 474;Oberhof;Germany;Europe;97;26;4;;1;Yes
09.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;27;;No;Aita Gasparin (SUI, 09 Feb 1994);Aita Gasparin;Aita;Gasparin;Women;Switzerland;SUI;09.02.1994;;30-335;30;Switzerland;SUI;Europe;24:51.6;1 492;Oberhof;Germany;Europe;97;26;4;;2;Yes
09.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;29;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-192;29;Switzerland;SUI;Europe;24:59.4;1 499;Oberhof;Germany;Europe;97;26;4;;3;Yes
09.01.2025;2025;Oberhof;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;50;;No;Elisa Gasparin (SUI, 02 Dec 1991);Elisa Gasparin;Elisa;Gasparin;Women;Switzerland;SUI;02.12.1991;;33-038;33;Switzerland;SUI;Europe;25:53.1;1 553;Oberhof;Germany;Europe;97;26;4;;4;Yes
22.12.2024;2024;Annecy;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Mass Start;Women;Seniors;;10;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-174;29;Switzerland;SUI;Europe;39:55.2;2 395;Annecy;France;Europe;30;14;1;;1;Yes
22.12.2024;2024;Annecy;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Mass Start;Men;Seniors;;20;;No;Sebastian Stalder (SUI, 19 Jan 1998);Sebastian Stalder;Sebastian;Stalder;Men;Switzerland;SUI;19.01.1998;;26-338;26;Switzerland;SUI;Europe;39:13.9;2 354;Annecy;France;Europe;30;12;2;;1;Yes
22.12.2024;2024;Annecy;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;15km Mass Start;Men;Seniors;;22;;No;Jeremy Finello (SUI, 13 May 1992);Jeremy Finello;Jeremy;Finello;Men;Switzerland;SUI;13.05.1992;;32-223;32;Switzerland;SUI;Europe;39:16.9;2 357;Annecy;France;Europe;30;12;2;;2;Yes
21.12.2024;2024;Annecy;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;15;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-173;29;Switzerland;SUI;Europe;30:34.7;1 835;Annecy;France;Europe;54;20;3;;1;Yes
21.12.2024;2024;Annecy;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;10km Pursuit;Women;Seniors;;44;;No;Lea Meier (SUI, 02 Mar 2001);Lea Meier;Lea;Meier;Women;Switzerland;SUI;02.03.2001;;23-294;23;Switzerland;SUI;Europe;33:20.6;2 001;Annecy;France;Europe;54;20;3;;2;Yes
21.12.2024;2024;Annecy;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;34;;No;Jeremy Finello (SUI, 13 May 1992);Jeremy Finello;Jeremy;Finello;Men;Switzerland;SUI;13.05.1992;;32-222;32;Switzerland;SUI;Europe;34:21.9;2 062;Annecy;France;Europe;58;21;3;;1;Yes
21.12.2024;2024;Annecy;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;36;;No;Joscha Burkhalter (SUI, 11 Jul 1996);Joscha Burkhalter;Joscha;Burkhalter;Men;Switzerland;SUI;11.07.1996;;28-163;28;Switzerland;SUI;Europe;34:25.7;2 066;Annecy;France;Europe;58;21;3;;2;Yes
21.12.2024;2024;Annecy;(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;12.5km Pursuit;Men;Seniors;;50;;No;Sebastian Stalder (SUI, 19 Jan 1998);Sebastian Stalder;Sebastian;Stalder;Men;Switzerland;SUI;19.01.1998;;26-337;26;Switzerland;SUI;Europe;35:15.1;2 115;Annecy;France;Europe;58;21;3;;3;Yes
20.12.2024;2024;Annecy;(World) Cup/(World) Cup/(World) Cup;BMW IBU World Cup;Biathlon;7.5km Sprint;Women;Seniors;;33;;No;Lena Häcki-Groß (SUI, 01 Jul 1995);Lena Häcki-Groß;Lena;Häcki-Groß;Women;Switzerland;SUI;01.07.1995;;29-172;29;Switzerland;SUI;Europe;22:42.9;1 363;Annecy;France;Europe;93;27;3;;1;Yes
